ProbenNrPseud,Target_Adverse,PnMgT,MatrixGrT,MatrixT,BetriebsartT,Country_Feature,Processing_Feature,Packaging_Feature,Sampling_Date,Sampling_Month
5184,1,Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Erdnuss geröstet mit Schale,Lebensmittellager Zentrallager,Vereinigte Staaten von Amerika,Keine Angabe,Keine Angabe,2023-06-20,6
5185,0,Monitoring-Planprobe,Gemüseerzeugn. und Gemüsezuber. ausgen. Rhabarber u. 200700 u. 201700,Grüne Bohne tiefgefroren,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ungeklärt,Keine Angabe,Keine Angabe,2023-04-24,4
5186,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Kürbis,Großhändler von Obst und Gemüse und -erzeugnissen,Ohne Angabe,Keine Angabe,Unverpackt,2023-09-28,9
5187,0,Monitoring-Planprobe,Getreideprodukte Backvormischungen Brotteige Massen und Teige für,Dinkelmehl Type 630,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ohne Angabe,Gemahlen/geschrotet,Papier,2023-07-17,7
5188,0,Monitoring-Planprobe,Getreide,Reis ungeschliffen,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Ungeschält,Kunststoff/-folie,2023-10-12,10
5189,0,Monitoring-Planprobe,Krusten- Schalen- Weichtiere sonstige Tiere u. Erzeugnisse daraus,Geißelgarnele (Penaeidae sp.),Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),"Ecuador, einschl. Galapagosinseln",Tiefgekühlt/tiefgefroren,Verpackt,2023-01-03,1
5190,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Mohrrübe; Karotte; Möhre,Einzelhändler,Ohne Angabe,Keine Angabe,Verpackt,2023-09-06,9
5191,0,EG(KKP)- und Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Bohne schwarz,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Argentinien,Keine Angabe,Kunststoff/-folie,2023-10-30,10
5192,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Endivie,Direktvermarkter mit eigener Herstellung von Erzeugnissen aus Obst und Gemüse,Deutschland,Unverarbeitet/roh,Unverpackt,2023-10-10,10
5193,0,Monitoring-Projektprobe,Obstprodukte ausgenommen 310000 und 410000 einschl. Rhabarber,Aprikose getrocknet,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ohne Angabe,Ungeschwefelt,Kunststoff/-folie,2023-01-23,1
5194,0,Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Süßkirsche,Erzeuger (Urproduktion),Deutschland,Unverarbeitet/roh,Kunststoff/-folie,2023-07-25,7
5195,0,Monitoring-Planprobe,Gewürze,Pfeffer schwarz Fruchtgewürz,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ungeklärt,Gemahlen/geschrotet,Glas farblos,2023-03-07,3
5196,0,Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Erdnuss geröstet mit Schale,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Vereinigte Staaten von Amerika,Geröstet,Kunststoff/-folie,2023-10-25,10
5197,0,Monitoring-Planprobe,Obstprodukte ausgenommen 310000 und 410000 einschl. Rhabarber,Dattel getrocknet,Einzelhändler,Deutschland,Getrocknet,Keine Angabe,2023-08-16,8
5198,0,Monitoring-Planprobe,Getreideprodukte Backvormischungen Brotteige Massen und Teige für,Weizenmehl Type 405,Mühlenbetrieb,Deutschland,Keine Angabe,Papier,2023-03-03,3
5199,0,Monitoring-Planprobe,Hülsenfrüchte Ölsamen Schalenobst,Tofu,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ungeklärt,Keine Angabe,Verpackt,2023-09-26,9
5200,0,Monitoring-Planprobe,Getreide,Roggenkörner,Getreidelager,Deutschland,Missing,Verpackt,2023-09-26,9
5201,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Feldsalat,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),"Frankreich, einschl. Korsika",Unverarbeitet/roh,Kunststoff/-folie,2023-11-15,11
5202,0,EG(KKP)- und Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Kiwi,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Italien,Unverarbeitet/roh,Kunststoff/-folie,2023-04-24,4
5203,0,EG(KKP)- und Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Kiwi,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Griechenland,Keine Angabe,Kunststoff/-folie,2023-02-21,2
5204,0,EG(KKP)- und Monitoring-Planprobe,Frischobst einschließlich Rhabarber,Birne,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Deutschland,Unverarbeitet/roh,Kunststoff/-folie,2023-10-10,10
5205,0,Monitoring-Planprobe,Frischgemüse ausgenommen Rhabarber,Gurke,Lebensmittelgeschäft und (eigenständige) -verkaufsabteilung (incl. Supermarkt),Ohne Angabe,Keine Angabe,Kunststoff/-folie,2023-05-08,5
